时间,电价
216,0.4422778984269563
217,0.4686427511264706
218,0.4557217705391483
219,0.4835322781552033
220,0.5945631708132362
221,0.3848024710911679
222,0.5117588909270684
223,0.6003236570902547
224,0.8601135585338192
225,0.9365233191561146
226,0.8835603146360659
227,0.8246367308263547
228,0.6385510672143613
229,0.7067570289617573
230,0.6346540143350322
231,0.6803268948807873
232,0.6700527776504207
233,0.6334052581444573
234,0.9705786634545941
235,0.8926073480845844
236,0.7571167913175805
237,0.8650950851004845
238,0.8200208453400172
239,0.5005244187420176
240,0.4167836136007756
241,0.44915285531735616
242,0.4785942002871557
243,0.495064923762059
244,0.390173906991754
245,0.4318565584643291
246,0.4232106955949713
247,0.6035048094631045
248,0.9122304741054431
249,0.8411232360403647
250,0.7547316793102596
251,0.8605601157221887
252,0.73037831968188
253,0.6734954971894943
254,0.5435067613885327
255,0.592871027999226
256,0.6780433440969622
257,0.5769400749948584
258,0.8151430310555409
259,0.8286371759055914
260,0.7405383060986855
261,0.7809177980228083
262,0.6188737067246555
263,0.3677132230484254
264,0.40475451672242985
265,0.35346838258730157
266,0.4959789929305844
267,0.3413804456795823
268,0.3894444690335903
269,0.4165748405024553
270,0.4807263351801565
271,0.5100969256933363
272,0.8121963905095171
273,0.752203152570485
274,0.7003444574873134
275,0.7703313974048289
276,0.5831170140213574
277,0.5415918908025322
278,0.5735975486602565
279,0.5494143096531204
280,0.5729979713260923
281,0.5991419567241086
282,0.8135687643618227
283,0.6708954399296665
284,0.8380543138762662
285,0.6325144059911623
286,0.7213468522998318
287,0.4213382541418661
288,0.40544611137325703
289,0.3597919942031019
290,0.38010809794405276
291,0.36550857142696364
292,0.3603922536440655
293,0.4321001519414917
294,0.4072881940335679
295,0.5215154662000682
296,0.7678649488966255
297,0.7382328676960797
298,0.7636007864178801
299,0.7546352533394517
300,0.5150545747229869
301,0.5288081052159114
302,0.5945746005163848
303,0.5882002762609594
304,0.5571866422667169
305,0.5647250922102915
306,0.7913133025828748
307,0.6988621445761316
308,0.7569013622880897
309,0.7206358126140227
310,0.7211514276498787
311,0.4498542939449404
312,0.436975364690336
313,0.43721439987535304
314,0.46269111543913843
315,0.39938805935146987
316,0.4333971320401037
317,0.38478711665785637
318,0.41754747288680655
319,0.5683698575849897
320,0.7542496193103745
321,0.7812778168137665
322,0.7127861238621555
323,0.8605472923787729
324,0.5329366164092098
325,0.5243182218865571
326,0.6447562333547017
327,0.6282868513219545
328,0.6217898010624634
329,0.6239052840394105
330,0.7721249712680599
331,0.7304009962251243
332,0.7815998850763318
333,0.7465130544787167
334,0.8317001304905571
335,0.4156219326579875
336,0.3830912856675474
337,0.4096878646997171
338,0.4477922255473185
339,0.4003432263914752
340,0.3887953671320833
341,0.44345864779851213
342,0.4448793315474461
343,0.594616266271483
344,0.7848667392605768
345,0.822454785196967
346,0.7408452872185131
347,0.7452333145150604
348,0.5932466671824612
349,0.620239132686398
350,0.6481600505623298
351,0.7080435083102331
352,0.678774878856242
353,0.6294637408222844
354,0.8297224964433216
355,0.7824531059550511
356,0.8334888971179096
357,0.8217422979705508
358,0.8539946178706849
359,0.4106565224399587
360,0.47880424797571586
361,0.530246795154863
362,0.44889752056324594
363,0.4750982865580696
364,0.4901473771137495
365,0.4361558157982297
366,0.4679462614613206
367,0.6537918992052426
368,0.8547714548456685
369,0.8119125058378935
370,0.8523611135971073
371,0.8765041446645312
372,0.7279170012226318
373,0.7035214332852205
374,0.7633328921469311
375,0.6173395686825904
376,0.6992730666381028
377,0.6646908602403333
378,0.9613892025243148
379,0.8110936840771712
380,0.809023525142083
381,0.8204327346052782
382,0.7434924674103845
383,0.4307933141689989
384,0.41862419372677884
385,0.46354334213525106
386,0.4724978844906546
387,0.5485492891927718
388,0.5015375295447662
389,0.4243924518782756
390,0.40748475893733077
391,0.6696257309032541
392,0.7707884642672912
393,0.926540827389071
394,0.8920161339485253
395,0.8075723180358982
396,0.5519826526622894
397,0.7036527824048451
398,0.6284890754134439
399,0.6943030166928529
400,0.5508283770267668
401,0.5986622720912147
402,0.8149180394986237
403,0.8143734563207227
404,0.7868260338117798
405,0.8377163447233328
406,0.7503804645197887
407,0.4241325776889738
408,0.43569642912394063
409,0.45380884862858556
410,0.46205008343127846
411,0.36859888297724935
412,0.34646821470590633
413,0.48538408691392537
414,0.4364277793306144
415,0.5598779112048963
416,0.850873504589218
417,0.7759077692005765
418,0.8258862313133252
419,0.7670879183800237
420,0.6880373962440993
421,0.6702974195767596
422,0.5676168447135591
423,0.6261857220400409
424,0.6074286835816907
425,0.6411578931964379
426,0.6931562717568163
427,0.7725891450547551
428,0.7881217975030698
429,0.6442114156062728
430,0.6699709934484417
431,0.2890481640206361
432,0.37596305093669274
433,0.4237605518805514
434,0.4614797371186084
435,0.3885754017981615
436,0.46484244385805373
437,0.31298167192577836
438,0.29542857814212886
439,0.5390030237701489
440,0.7210810821230587
441,0.6978824597778676
442,0.59386354686465
443,0.6905800217386016
444,0.46779271783590975
445,0.564940054427032
446,0.5482956350440078
447,0.4815519214591226
448,0.501505378792329
449,0.47296512236628013
450,0.6790133089736774
451,0.7284484925501907
452,0.6300512930757676
453,0.7032898255423603
454,0.6504296458669114
455,0.32430464960972927
456,0.3580954683556103
457,0.3112420218666641
458,0.33493773884650724
459,0.3024016672774407
460,0.4602667638587113
461,0.36358843174633154
462,0.3266936594097743
463,0.5272627085438347
464,0.6658692819446643
465,0.6605011873803078
466,0.7024327456647669
467,0.7098847830260973
468,0.49070875805731573
469,0.4888300728397323
470,0.5043384854665796
471,0.4035471562860582
472,0.4435168947947688
473,0.5883334033580125
474,0.7592646618288038
475,0.665694930942119
476,0.7082039909075013
477,0.6962650537775611
478,0.8360678912987319
479,0.42409142645225667
480,0.3625806646828312
481,0.3221106959831317
482,0.29052249152034126
483,0.3820195376176248
484,0.3350733082993688
485,0.30286401574969246
486,0.34277364710185115
487,0.48344535783680925
488,0.7853651494189983
489,0.7473826597896315
490,0.7052553642397397
491,0.7820617643750173
492,0.5504290273060494
493,0.5054304662428485
494,0.6266205967979258
495,0.5794123724915842
496,0.5026368661820192
497,0.5470413963502077
498,0.6824528178487785
499,0.6598286927123884
500,0.7780355684041899
501,0.8299745847348536
502,0.6673674495609284
503,0.42666323491559266
504,0.36749568470171035
505,0.377186105005658
506,0.3734365678434626
507,0.361367755080116
508,0.4084993609619359
509,0.3660245421629093
510,0.42258427816308675
511,0.5839728080223511
512,0.7532019679359664
513,0.7224611568349139
514,0.741657600845538
515,0.8108855949105502
516,0.6217344557062583
517,0.5497606143178312
518,0.6055177997680312
519,0.6399936335325909
520,0.5207847068373823
521,0.6332086527072898
522,0.7569811713144785
523,0.8208367328382365
524,0.7562700610380846
525,0.7062438743057462
526,0.7170916241945567
527,0.4333740507359697
528,0.44493808754699754
529,0.3876739553292688
530,0.46571156280021386
531,0.35155114924574427
532,0.4321202319711243
533,0.3756212057722116
534,0.4042776668319475
535,0.6273922222705636
536,0.7706112418763057
537,0.7954084868785148
538,0.8658552592009416
539,0.7874991059748874
540,0.6702802803341665
541,0.5724697879691913
542,0.65582462761458
543,0.7017114438772228
544,0.5062682780139334
545,0.5901418328663243
546,0.8479070545035986
547,0.8088659285328927
548,0.8374341918885645
549,0.78843051702029
550,0.8226067005936271
551,0.4325806099404833
552,0.49845111559189326
553,0.4524249178999932
554,0.4561707217623102
555,0.418228909477978
556,0.41392075679585894
557,0.41609837222495766
558,0.45682184441831863
559,0.6024091315231465
560,0.8236312219725308
561,0.9114675860770839
562,0.8497193994137732
563,0.7882403867331957
564,0.6776261570342648
565,0.5957856545240516
566,0.5128457836073396
567,0.5628509937133923
568,0.5181618964266824
569,0.5925171412632787
570,0.7918820162791851
571,0.8725582524133612
572,0.8027961270755762
573,0.7731495058678937
574,0.8231743935766161
575,0.3090404609713616
576,0.43003165810616756
577,0.45542392795644726
578,0.3415591206468109
579,0.47126395144952765
580,0.42957099266347465
581,0.3904358882250493
582,0.4413797835750382
583,0.6967768122805338
584,0.7645584391865621
585,0.7651129566831346
586,0.726961213038084
587,0.704658951779294
588,0.6141104270979342
589,0.5276534989216809
590,0.5719052726346847
591,0.54232170056505
592,0.588042633927774
593,0.578680377986512
594,0.7797711099209561
595,0.6997178720453157
596,0.7090803935097828
597,0.6710261799845653
598,0.6951785685171792
599,0.40379209001607563
600,0.42143978030985696
601,0.33617223903437815
602,0.4244797826905387
603,0.4475311022751675
604,0.399203292703228
605,0.4711881224717456
606,0.33751188643990065
607,0.47361344549572676
608,0.6056780486790079
609,0.7675069652856499
610,0.7235933070877058
611,0.6863484668332355
612,0.5428180325366608
613,0.47133397503056446
614,0.6487542072204628
615,0.5318570069363273
616,0.5298678928949767
617,0.5597631628790857
618,0.703466197393625
619,0.6896089865039773
620,0.6379923915518464
621,0.7002946854343459
622,0.7701328723437447
623,0.430974047467039
624,0.44310631768530795
625,0.33768860022963
626,0.313630436551613
627,0.3567418793882433
628,0.3657975503257135
629,0.41776068689019685
630,0.2785275261093415
631,0.5954921957567312
632,0.6672260324430176
633,0.6543005656788996
634,0.6256680407489941
635,0.5942689633975043
636,0.5625889362764205
637,0.5258317473356039
638,0.4584858157960636
639,0.45912962012841163
640,0.508074711826245
641,0.6093749943039382
642,0.6722013654844874
643,0.6116037808218681
644,0.6761520677628159
645,0.6765776382414702
646,0.557238257553344
647,0.3710008714021311
648,0.36327286092776684
649,0.4107807437986321
650,0.46961452096704254
651,0.43473523569213135
652,0.3662452595129941
653,0.3256869565976822
654,0.5110439987491107
655,0.5512127223159095
656,0.7160906487615897
657,0.7169177996523816
658,0.7308177531169007
659,0.7165410302430365
660,0.5302838753089345
661,0.5338908246756918
662,0.5618975864198261
663,0.5386972549182134
664,0.5325882535179108
665,0.5759399102813926
666,0.7321888767905221
667,0.8232968293591443
668,0.6187297380938339
669,0.8090521806845415
670,0.819993200117253
671,0.30605150012420557
672,0.3943241507913907
673,0.39462465641238587
674,0.34455772549646396
675,0.37777532153712834
676,0.3628642444443738
677,0.5077252839108132
678,0.46860407194308684
679,0.6686006760180752
680,0.8257357212165112
681,0.7362907107615243
682,0.7695734285627608
683,0.8232854243585371
684,0.5556561240712077
685,0.6546648652198749
686,0.6092125789504113
687,0.6046604238723224
688,0.6610780812194819
689,0.6498252254263641
690,0.8004899534950289
691,0.8790800880897827
692,0.7695653532377497
693,0.8568467400893834
694,0.8580600177817349
695,0.43181225851370925
696,0.4647774278685901
697,0.38705070130817376
698,0.49689639057870943
699,0.44249036351010335
700,0.42659030420198885
701,0.5061173080959638
702,0.4193383841589188
703,0.5801363882001321
704,0.7693489427806102
705,0.8788328758347528
706,0.7857603068337039
707,0.9386669982128172
708,0.5512633504386937
709,0.7409014342328925
710,0.6672660506512088
711,0.6524333041282395
712,0.6304935792780996
713,0.6780833918188617
714,0.8540771625852829
715,0.9114093929670731
716,0.8621321982418366
717,0.8640037394607597
718,0.8382675499838131
719,0.45823725344427885
